run_id,model,variant,target_mode,target_tag,collapse_scheme,num_classes,ollama_model_tag,bucket,num_ctx,prompt_version,prompt_hash,threshold,threshold_applicable,pr_auc,roc_auc,f1_macro,f1_minority,precision_minority,recall_minority,latency_ms_per_1k,vram_peak_mb,n_processed,n_total,n_logprobs,n_hard_fallback,n_parse_failure,run_dir
20260423-030348__gen3__llama3.1-8b__zs-v1-bin,llama3.1-8b,zs-v1-bin,binary,bin,,2,llama3.1:8b-instruct-q4_K_M,global-native,2048,v1,73c158511918fc39,0.5,False,0.6781795720041606,0.9052170298798543,0.4649740965987708,0.0,0.0,0.0,1160911.2717137753,5371.0,16627,16627,16328,0,299,artifacts/runs/20260423-030348__gen3__llama3.1-8b__zs-v1-bin
